,id_siniestro,fecha_siniestro,modo_desplazamiento_victima,sexo_victima,edad_victima,año_victima,dia_victima,mes_victima
0,lc-2022-0132915,2022-03-20,auto,m,37,2022,Sunday,March
1,lc-2022-0054811,2022-02-06,auto,f,3,2022,Sunday,February
2,lc-2022-0166976,2022-04-04,auto,m,4,2022,Monday,April
3,lc-2023-0096195,2023-02-22,auto,m,5,2023,Wednesday,February
4,lc-2023-0096195,2023-02-22,auto,m,7,2023,Wednesday,February
5,lc-2019-0110666,2019-02-20,auto,f,9,2019,Wednesday,February
6,lc-2021-0631292,2021-12-19,auto,m,9,2021,Sunday,December
7,lc-2019-0110666,2019-02-20,auto,m,9,2019,Wednesday,February
8,lc-2021-0504586,2021-10-12,auto,f,11,2021,Tuesday,October
9,lc-2022-0054804,2022-02-06,auto,m,11,2022,Sunday,February
10,lc-2023-0229617,2023-04-26,auto,f,12,2023,Wednesday,April
11,lc-2021-0470015,2021-09-21,auto,f,13,2021,Tuesday,September
12,lc-2021-0569641,2021-11-14,auto,f,13,2021,Sunday,November
13,lc-2021-0470015,2021-09-21,auto,f,14,2021,Tuesday,September
14,lc-2019-0704458,2019-08-11,auto,m,15,2019,Sunday,August
15,lc-2021-0394519,2021-08-09,auto,m,17,2021,Monday,August
16,lc-2022-0494522,2022-09-19,auto,f,18,2022,Monday,September
17,lc-2021-0034628,2021-01-24,auto,m,18,2021,Sunday,January
18,lc-2023-0609410,2023-10-22,auto,m,18,2023,Sunday,October
19,lc-2022-0448848,2022-08-28,auto,m,18,2022,Sunday,August
20,lc-2022-0293367,2022-06-07,auto,f,19,2022,Tuesday,June
21,lc-2021-0008483,2021-01-07,auto,m,26,2021,Thursday,January
22,lc-2024-0361898,2024-06-24,auto,m,19,2024,Monday,June
23,lc-2022-0209661,2022-04-24,auto,f,20,2022,Sunday,April
24,lc-2022-0375454,2022-07-21,auto,f,20,2022,Thursday,July
25,lc-2022-0617689,2022-11-18,auto,m,20,2022,Friday,November
26,lc-2022-0145682,2022-03-26,auto,f,21,2022,Saturday,March
27,lc-2019-0310683,2019-05-18,auto,f,21,2019,Saturday,May
28,lc-2022-0025008,2022-01-18,auto,m,21,2022,Tuesday,January
29,hc-2022-0251727,2022-05-15,auto,f,22,2022,Sunday,May
30,lc-2019-0595768,2019-09-23,auto,m,22,2019,Monday,September
31,lc-2022-0089049,2022-02-05,auto,f,23,2022,Saturday,February
32,lc-2024-0105631,2024-02-25,auto,f,23,2024,Sunday,February
33,lc-2022-0375454,2022-07-21,auto,f,23,2022,Thursday,July
34,lc-2021-0123309,2021-03-18,auto,f,23,2021,Thursday,March
35,lc-2023-0341137,2023-06-16,auto,m,23,2023,Friday,June
36,lc-2019-0265076,2019-04-29,auto,m,23,2019,Monday,April
37,lc-2023-0721541,2023-12-15,auto,f,24,2023,Friday,December
38,lc-2024-0089942,2024-02-18,auto,f,24,2024,Sunday,February
39,lc-2022-0209661,2022-04-24,auto,f,24,2022,Sunday,April
40,lc-2021-0123309,2021-03-18,auto,f,24,2021,Thursday,March
41,lc-2021-0641851,2021-12-25,auto,m,24,2021,Saturday,December
42,lc-2022-0558529,2022-10-20,auto,m,24,2022,Thursday,October
43,lc-2022-0206928,2022-04-22,auto,m,24,2022,Friday,April
44,lc-2022-0145682,2022-03-26,auto,m,24,2022,Saturday,March
45,lc-2023-0450185,2023-08-06,auto,m,24,2023,Sunday,August
46,lc-2020-0149304,2020-03-08,auto,f,25,2020,Sunday,March
47,lc-2019-0366354,2019-06-12,auto,f,25,2019,Wednesday,June
48,lc-2019-0411746,2019-07-03,auto,f,25,2019,Wednesday,July
49,lc-2019-0215761,2019-04-07,auto,m,25,2019,Sunday,April
51,lc-2022-0288784,2022-06-05,auto,m,25,2022,Sunday,June
52,lc-2019-0751265,2019-11-28,auto,m,25,2019,Thursday,November
53,lc-2019-0587313,2019-09-19,auto,m,25,2019,Thursday,September
54,lc-2023-0630743,2023-11-02,auto,f,26,2023,Thursday,November
55,lc-2020-0148258,2020-03-07,auto,m,26,2020,Saturday,March
56,lc-2021-0567215,2021-11-13,auto,m,37,2021,Saturday,November
57,lc-2019-0478670,2019-08-02,auto,m,39,2019,Friday,August
58,lc-2020-0677046,2020-12-26,auto,m,27,2020,Saturday,December
59,lc-2020-0253316,2020-05-22,auto,m,27,2020,Friday,May
60,lc-2022-0180063,2022-04-10,auto,m,27,2022,Sunday,April
61,lc-2023-0078237,2023-02-10,auto,m,27,2023,Friday,February
62,lc-2024-0285230,2024-05-19,auto,m,27,2024,Sunday,May
63,lc-2022-0031629,2022-01-23,auto,m,27,2022,Sunday,January
64,lc-2023-0146070,2023-03-17,auto,f,28,2023,Friday,March
65,lc-2024-0631899,2024-10-26,auto,f,28,2024,Saturday,October
66,lc-2022-0314173,2022-06-19,auto,f,28,2022,Sunday,June
67,lc-2019-0380510,2019-06-04,auto,f,28,2019,Tuesday,June
68,lc-2021-0409793,2021-08-18,auto,m,28,2021,Wednesday,August
69,lc-2022-0033886,2022-08-10,auto,m,28,2022,Wednesday,August
70,lc-2024-0540441,2024-09-15,auto,m,28,2024,Sunday,September
71,lc-2019-0291009,2019-05-10,auto,m,28,2019,Friday,May
72,lc-2021-0045648,2021-02-01,auto,m,28,2021,Monday,February
73,lc-2024-0774916,2024-12-26,auto,m,28,2024,Thursday,December
74,lc-2019-0595768,2019-09-23,auto,m,28,2019,Monday,September
75,lc-2024-0513087,2024-09-02,auto,f,29,2024,Monday,September
76,lc-2024-0725826,2024-12-09,auto,f,29,2024,Monday,December
77,lc-2019-0822990,2019-12-27,auto,f,29,2019,Friday,December
78,lc-2020-0602658,2020-11-08,auto,m,29,2020,Sunday,November
79,hc-2019-0159323,2019-03-15,auto,m,29,2019,Friday,March
80,lc-2019-0404643,2019-06-30,auto,m,29,2019,Sunday,June
81,lc-2024-0705034,2024-11-29,auto,m,29,2024,Friday,November
82,lc-2019-0576715,2019-09-13,auto,m,29,2019,Friday,September
83,lc-2024-0538879,2024-09-14,auto,f,30,2024,Saturday,September
84,lc-2020-0075672,2020-02-05,auto,m,30,2020,Wednesday,February
85,lc-2021-0034980,2021-01-24,auto,m,30,2021,Sunday,January
86,lc-2022-0631139,2022-11-25,auto,m,30,2022,Friday,November
87,lc-2021-0465269,2021-09-19,auto,m,30,2021,Sunday,September
88,hc-2022-0251727,2022-05-15,auto,f,31,2022,Sunday,May
89,lc-2021-0415301,2021-08-22,auto,m,31,2021,Sunday,August
90,lc-2021-0089666,2021-02-28,auto,m,31,2021,Sunday,February
91,lc-2023-0468352,2023-08-14,auto,m,31,2023,Monday,August
92,lc-2022-0448848,2022-08-28,auto,m,31,2022,Sunday,August
93,lc-2020-0548840,2020-10-02,auto,m,31,2020,Friday,October
94,lc-2024-0431775,2024-07-27,auto,m,31,2024,Saturday,July
95,lc-2019-0775506,2019-12-07,auto,m,31,2019,Saturday,December
96,lc-2022-0557551,2022-08-01,auto,f,32,2022,Monday,August
97,lc-2022-0471622,2022-09-07,auto,f,32,2022,Wednesday,September
98,lc-2019-0085222,2019-02-09,auto,f,32,2019,Saturday,February
100,lc-2021-0437159,2021-09-03,auto,m,32,2021,Friday,September
101,lc-2023-0353241,2023-06-24,auto,m,32,2023,Saturday,June
102,lc-2024-0733841,2024-12-11,auto,m,32,2024,Wednesday,December
103,lc-2020-0021280,2020-01-10,auto,m,32,2020,Friday,January
104,lc-2019-0513058,2019-08-17,auto,m,32,2019,Saturday,August
105,lc-2019-0085222,2019-02-09,auto,m,32,2019,Saturday,February
106,lc-2024-0527483,2024-09-09,auto,f,33,2024,Monday,September
107,lc-2019-0571133,2019-09-11,auto,f,33,2019,Wednesday,September
108,lc-2022-0188814,2022-04-14,auto,m,33,2022,Thursday,April
109,lc-2019-0211151,2019-05-04,auto,m,33,2019,Saturday,May
110,hc-2023-0149217,2023-03-19,auto,f,34,2023,Sunday,March
111,lc-2022-0314173,2022-06-19,auto,f,34,2022,Sunday,June
112,lc-2023-0030201,2023-01-17,auto,m,34,2023,Tuesday,January
113,lc-2023-0012348,2023-01-07,auto,m,34,2023,Saturday,January
114,lc-2024-0346440,2024-06-16,auto,m,34,2024,Sunday,June
115,lc-2019-0247906,2019-04-21,auto,m,34,2019,Sunday,April
116,lc-2019-0288435,2019-09-05,auto,m,34,2019,Thursday,September
117,lc-2024-0005242,2024-01-04,auto,f,35,2024,Thursday,January
118,lc-2024-0603419,2024-10-13,auto,f,35,2024,Sunday,October
119,lc-2021-0028138,2021-01-19,auto,m,35,2021,Tuesday,January
120,lc-2020-0144880,2020-03-06,auto,m,35,2020,Friday,March
121,lc-2019-0478670,2019-08-02,auto,f,52,2019,Friday,August
122,lc-2023-0636420,2023-11-05,auto,m,35,2023,Sunday,November
123,lc-2021-0302958,2021-06-27,auto,f,36,2021,Sunday,June
124,lc-2024-0313942,2024-06-01,auto,f,36,2024,Saturday,June
125,lc-2022-0338780,2022-07-02,auto,m,36,2022,Saturday,July
126,lc-2021-0617163,2021-12-11,auto,m,36,2021,Saturday,December
127,lc-2019-0388505,2019-06-23,auto,m,36,2019,Sunday,June
128,lc-2024-0482632,2024-08-19,auto,m,36,2024,Monday,August
129,lc-2024-0373065,2024-06-28,auto,m,37,2024,Friday,June
130,lc-2022-0136675,2022-03-22,auto,f,38,2022,Tuesday,March
131,lc-2019-0116244,2019-02-23,auto,m,38,2019,Saturday,February
132,lc-2019-0478670,2019-08-02,auto,m,59,2019,Friday,August
133,lc-2021-0452081,2021-09-12,auto,f,39,2021,Sunday,September
134,lc-2022-0473916,2022-09-08,auto,f,39,2022,Thursday,September
135,lc-2019-0102718,2019-02-17,auto,f,39,2019,Sunday,February
136,hc-2022-0251727,2022-05-15,auto,m,39,2022,Sunday,May
137,lc-2019-0277335,2019-04-05,auto,m,39,2019,Friday,April
138,lc-2019-0102718,2019-02-17,auto,m,39,2019,Sunday,February
140,lc-2023-0582196,2023-10-09,auto,f,40,2023,Monday,October
141,lc-2019-0139260,2019-03-06,auto,f,40,2019,Wednesday,March
142,lc-2021-0242208,2021-05-31,auto,m,40,2021,Monday,May
143,lc-2020-0009247,2020-01-06,auto,m,40,2020,Monday,January
144,lc-2023-0374287,2023-07-02,auto,m,40,2023,Sunday,July
145,lc-2019-0139260,2019-03-06,auto,m,40,2019,Wednesday,March
146,lc-2019-0186370,2019-03-26,auto,m,37,2019,Tuesday,March
147,lc-2023-0721257,2023-12-15,auto,f,41,2023,Friday,December
148,lc-2022-0030615,2022-01-22,auto,f,41,2022,Saturday,January
149,lc-2022-0225683,2022-05-02,auto,m,41,2022,Monday,May
150,lc-2023-0739270,2023-12-23,auto,m,41,2023,Saturday,December
151,lc-2024-0689736,2024-11-22,auto,m,41,2024,Friday,November
152,lc-2022-0188814,2022-04-14,auto,m,41,2022,Thursday,April
153,lc-2022-0314173,2022-06-19,auto,m,41,2022,Sunday,June
154,lc-2019-0247906,2019-04-21,auto,m,41,2019,Sunday,April
155,lc-2022-0640886,2022-12-01,auto,f,42,2022,Thursday,December
156,lc-2023-0700171,2023-12-05,auto,f,42,2023,Tuesday,December
157,lc-2023-0355589,2023-06-25,auto,f,42,2023,Sunday,June
158,lc-2021-0345963,2021-07-22,auto,m,42,2021,Thursday,July
159,lc-2024-0013976,2024-01-09,auto,m,42,2024,Tuesday,January
160,lc-2024-0350134,2024-06-18,auto,m,42,2024,Tuesday,June
161,lc-2020-0591705,2020-11-01,auto,f,43,2020,Sunday,November
162,lc-2020-0498512,2020-08-28,auto,f,43,2020,Friday,August
163,lc-2021-0409793,2021-08-18,auto,f,43,2021,Wednesday,August
164,lc-2022-0030615,2022-01-22,auto,m,43,2022,Saturday,January
165,lc-2019-0509259,2019-08-15,auto,m,43,2019,Thursday,August
166,lc-2022-0175007,2022-04-07,auto,f,44,2022,Thursday,April
167,lc-2019-0247906,2019-04-21,auto,f,44,2019,Sunday,April
168,lc-2022-0301923,2022-06-12,auto,m,44,2022,Sunday,June
169,lc-2022-0471328,2022-09-07,auto,m,44,2022,Wednesday,September
170,lc-2024-0754413,2024-01-01,auto,m,44,2024,Monday,January
171,lc-2024-0268954,2024-05-12,auto,m,44,2024,Sunday,May
172,lc-2019-0189233,2019-03-27,auto,m,44,2019,Wednesday,March
173,lc-2019-0247906,2019-04-21,auto,m,44,2019,Sunday,April
175,lc-2022-0289791,2022-06-06,auto,m,44,2022,Monday,June
176,lc-2019-0694937,2019-11-05,auto,m,44,2019,Tuesday,November
177,lc-2021-0008507,2021-01-07,auto,f,45,2021,Thursday,January
178,lc-2019-0189233,2019-03-27,auto,m,46,2019,Wednesday,March
179,lc-2022-0030832,2022-01-22,auto,m,47,2022,Saturday,January
180,lc-2019-0124917,2019-02-27,auto,m,47,2019,Wednesday,February
181,lc-2019-0366180,2019-06-11,auto,m,47,2019,Tuesday,June
182,lc-2021-0278875,2021-06-21,auto,m,47,2021,Monday,June
183,lc-2021-0166702,2021-04-10,auto,f,48,2021,Saturday,April
184,lc-2019-0196417,2019-03-29,auto,f,48,2019,Friday,March
185,lc-2023-0514590,2023-09-05,auto,m,48,2023,Tuesday,September
186,lc-2022-0611216,2022-11-15,auto,f,49,2022,Tuesday,November
187,lc-2023-0178217,2023-04-03,auto,m,49,2023,Monday,April
188,lc-2020-0550109,2020-10-04,auto,f,50,2020,Sunday,October
189,lc-2022-0623641,2022-11-22,auto,f,50,2022,Tuesday,November
190,lc-2022-0617689,2022-11-18,auto,m,50,2022,Friday,November
191,lc-2020-0523118,2020-09-16,auto,f,51,2020,Wednesday,September
192,lc-2023-0119520,2023-03-05,auto,f,51,2023,Sunday,March
193,lc-2022-0640920,2022-11-30,auto,m,51,2022,Wednesday,November
194,lc-2022-0447489,2022-08-27,auto,m,51,2022,Saturday,August
195,lc-2019-0704458,2019-08-11,auto,m,52,2019,Sunday,August
196,lc-2019-0529684,2019-08-25,auto,f,53,2019,Sunday,August
197,lc-2023-0143045,2023-03-16,auto,m,53,2023,Thursday,March
198,lc-2024-0088512,2024-02-17,auto,m,53,2024,Saturday,February
199,lc-2021-0302958,2021-06-27,auto,f,54,2021,Sunday,June
200,lc-2019-0403362,2019-06-29,auto,m,28,2019,Saturday,June
201,lc-2022-0272408,2022-05-27,auto,m,54,2022,Friday,May
202,lc-2019-0068367,2019-02-01,auto,m,30,2019,Friday,February
203,lc-2022-0182778,2022-04-11,auto,f,55,2022,Monday,April
204,lc-2019-0434001,2019-07-14,auto,f,55,2019,Sunday,July
205,lc-2019-0070180,2019-02-02,auto,f,55,2019,Saturday,February
206,lc-2023-0594669,2023-10-15,auto,f,56,2023,Sunday,October
207,lc-2024-0191917,2024-04-05,auto,f,56,2024,Friday,April
208,lc-2024-0418870,2024-07-21,auto,m,56,2024,Sunday,July
209,lc-2019-0434001,2019-07-14,auto,m,56,2019,Sunday,July
210,lc-2019-0434641,2019-07-14,auto,f,57,2019,Sunday,July
211,lc-2022-0701565,2022-12-29,auto,m,57,2022,Thursday,December
212,lc-2024-0183092,2024-04-01,auto,m,58,2024,Monday,April
213,lc-2019-0357978,2019-06-08,auto,m,58,2019,Saturday,June
214,lc-2019-0562086,2019-07-09,auto,m,58,2019,Tuesday,July
215,lc-2024-0577545,2024-09-23,auto,m,62,2024,Monday,September
216,lc-2024-0540106,2024-09-15,auto,f,63,2024,Sunday,September
217,lc-2020-0409333,2020-07-04,auto,m,63,2020,Saturday,July
218,lc-2022-0204931,2022-04-22,auto,m,63,2022,Friday,April
219,lc-2022-0191018,2022-04-15,auto,f,65,2022,Friday,April
220,hc-2023-0408300,2023-07-17,auto,m,65,2023,Monday,July
221,lc-2022-0586190,2022-11-02,auto,m,65,2022,Wednesday,November
222,lc-2023-0178217,2023-04-03,auto,m,65,2023,Monday,April
223,lc-2022-0188814,2022-04-14,auto,f,66,2022,Thursday,April
224,lc-2020-0099562,2020-02-14,auto,m,66,2020,Friday,February
225,lc-2022-0314173,2022-06-19,auto,m,66,2022,Sunday,June
226,lc-2022-0434286,2022-08-21,auto,m,67,2022,Sunday,August
227,lc-2024-0155605,2024-03-19,auto,m,67,2024,Tuesday,March
228,lc-2019-0189233,2019-03-27,auto,f,69,2019,Wednesday,March
230,lc-2024-0673470,2024-11-14,auto,f,70,2024,Thursday,November
231,lc-2024-0616783,2024-10-20,auto,m,72,2024,Sunday,October
232,lc-2019-0247906,2019-04-21,auto,f,73,2019,Sunday,April
233,lc-2024-0749066,2024-12-17,auto,m,73,2024,Tuesday,December
234,lc-2022-0003291,2022-01-03,auto,f,74,2022,Monday,January
235,lc-2019-0247906,2019-04-21,auto,f,74,2019,Sunday,April
236,lc-2023-0033873,2023-01-12,auto,m,74,2023,Thursday,January
237,lc-2019-0025021,2019-01-13,auto,m,74,2019,Sunday,January
238,lc-2019-0068367,2019-02-01,auto,m,38,2019,Friday,February
239,lc-2022-0025008,2022-01-18,auto,m,76,2022,Tuesday,January
240,lc-2022-0207049,2022-04-22,auto,m,77,2022,Friday,April
241,lc-2020-0097837,2020-02-14,auto,m,77,2020,Friday,February
242,lc-2019-0247906,2019-04-21,auto,f,78,2019,Sunday,April
244,lc-2024-0379429,2024-07-02,auto,m,79,2024,Tuesday,July
245,lc-2022-0199953,2022-04-19,auto,m,80,2022,Tuesday,April
246,lc-2022-0446859,2022-08-26,auto,m,85,2022,Friday,August
247,lc-2024-0285025,2024-05-19,auto,m,87,2024,Sunday,May
248,lc-2024-0284745,2024-05-19,auto,f,92,2024,Sunday,May
249,lc-2024-0476031,2024-08-16,auto,f,94,2024,Friday,August
250,lc-2019-0181551,2019-03-24,auto,f,39,2019,Sunday,March
251,lc-2019-0704458,2019-08-11,auto,m,40,2019,Sunday,August
252,lc-2019-0268522,2019-04-30,auto,f,37,2019,Tuesday,April
253,lc-2019-0268522,2019-04-30,auto,m,37,2019,Tuesday,April
255,lc-2019-0023906,2019-01-12,auto,m,27,2019,Saturday,January
256,lc-2019-0023906,2019-01-12,auto,m,31,2019,Saturday,January
257,lc-2019-0023906,2019-01-12,auto,f,39,2019,Saturday,January
258,lc-2019-0023906,2019-01-12,auto,m,39,2019,Saturday,January
259,lc-2019-0023906,2019-01-12,auto,f,37,2019,Saturday,January
260,lc-2023-0411149,2023-07-18,auto,f,37,2023,Tuesday,July
261,lc-2023-0498129,2023-08-29,auto,f,37,2023,Tuesday,August
262,lc-2020-0617762,2020-11-17,auto,f,1,2020,Tuesday,November
263,lc-2022-0024965,2022-01-18,auto,f,1,2022,Tuesday,January
264,lc-2023-0026102,2023-01-15,auto,f,1,2023,Sunday,January
265,lc-2023-0129467,2023-03-09,auto,f,1,2023,Thursday,March
266,lc-2024-0660002,2024-11-08,auto,f,1,2024,Friday,November
267,lc-2020-0619392,2020-11-18,auto,f,2,2020,Wednesday,November
268,lc-2021-0615880,2021-12-10,auto,f,2,2021,Friday,December
269,lc-2023-0375284,2023-07-02,auto,f,2,2023,Sunday,July
270,lc-2024-0511228,2024-09-02,auto,f,2,2024,Monday,September
271,lc-2022-0317570,2022-06-19,auto,f,3,2022,Sunday,June
272,lc-2023-0228611,2023-04-25,auto,f,3,2023,Tuesday,April
273,lc-2023-0280992,2023-05-19,auto,f,3,2023,Friday,May
274,lc-2023-0375284,2023-07-02,auto,f,3,2023,Sunday,July
275,lc-2020-0002428,2020-01-02,auto,f,4,2020,Thursday,January
276,lc-2021-0607852,2021-12-06,auto,f,4,2021,Monday,December
277,lc-2021-0166451,2021-04-10,auto,f,4,2021,Saturday,April
278,lc-2021-0427628,2021-08-29,auto,f,4,2021,Sunday,August
279,lc-2022-0278632,2022-05-30,auto,f,4,2022,Monday,May
280,lc-2024-0564558,2024-09-25,auto,f,4,2024,Wednesday,September
281,lc-2020-0411705,2020-07-05,auto,f,5,2020,Sunday,July
282,lc-2021-0515571,2021-10-18,auto,f,5,2021,Monday,October
283,lc-2021-0276941,2021-06-19,auto,f,5,2021,Saturday,June
284,lc-2021-0379834,2021-07-31,auto,f,5,2021,Saturday,July
285,lc-2022-0546775,2022-10-14,auto,f,5,2022,Friday,October
286,lc-2023-0753849,2023-12-31,auto,f,5,2023,Sunday,December
287,lc-2023-0435912,2023-07-30,auto,f,5,2023,Sunday,July
288,lc-2024-0009836,2024-01-06,auto,f,5,2024,Saturday,January
289,lc-2024-0609892,2024-10-16,auto,f,5,2024,Wednesday,October
290,lc-2020-0082664,2020-02-07,auto,f,6,2020,Friday,February
291,lc-2022-0373137,2022-07-19,auto,f,6,2022,Tuesday,July
292,lc-2023-0609391,2023-10-22,auto,f,6,2023,Sunday,October
293,lc-2023-0142248,2023-03-15,auto,f,6,2023,Wednesday,March
294,lc-2024-0285025,2024-05-19,auto,f,6,2024,Sunday,May
295,lc-2020-0602995,2020-11-08,auto,f,7,2020,Sunday,November
296,lc-2022-0061271,2022-02-10,auto,f,7,2022,Thursday,February
297,lc-2023-0159557,2023-03-23,auto,f,7,2023,Thursday,March
298,lc-2024-0058601,2024-02-01,auto,f,7,2024,Thursday,February
299,lc-2024-0761088,2024-12-20,auto,f,7,2024,Friday,December
300,lc-2022-0571475,2022-10-26,auto,f,8,2022,Wednesday,October
301,lc-2022-0327194,2022-06-27,auto,f,8,2022,Monday,June
302,lc-2022-0500956,2022-09-21,auto,f,8,2022,Wednesday,September
303,lc-2023-0695765,2023-12-02,auto,f,8,2023,Saturday,December
304,lc-2024-0603480,2024-10-14,auto,f,8,2024,Monday,October
305,lc-2024-0610023,2024-10-16,auto,f,8,2024,Wednesday,October
306,lc-2022-0050266,2022-02-03,auto,f,9,2022,Thursday,February
307,lc-2023-0611169,2023-10-23,auto,f,9,2023,Monday,October
308,lc-2023-0632527,2023-11-02,auto,f,9,2023,Thursday,November
309,lc-2023-0400122,2023-07-13,auto,f,9,2023,Thursday,July
310,lc-2024-0322647,2024-06-05,auto,f,9,2024,Wednesday,June
311,lc-2021-0611146,2021-12-08,auto,f,10,2021,Wednesday,December
312,lc-2022-0040746,2022-01-28,auto,f,10,2022,Friday,January
313,lc-2022-0370712,2022-07-18,auto,f,10,2022,Monday,July
314,lc-2024-0530553,2024-09-10,auto,f,10,2024,Tuesday,September
315,lc-2024-0778864,2024-12-27,auto,f,10,2024,Friday,December
316,lc-2021-0178091,2021-04-17,auto,f,11,2021,Saturday,April
317,lc-2022-0177366,2022-04-08,auto,f,11,2022,Friday,April
318,lc-2022-0269293,2022-05-25,auto,f,11,2022,Wednesday,May
319,lc-2023-0635455,2023-11-04,auto,f,11,2023,Saturday,November
320,lc-2023-0152427,2023-03-20,auto,f,11,2023,Monday,March
321,lc-2023-0344695,2023-06-17,auto,f,11,2023,Saturday,June
322,lc-2023-0446153,2023-08-03,auto,f,11,2023,Thursday,August
323,lc-2024-0134605,2024-03-09,auto,f,11,2024,Saturday,March
324,lc-2024-0549944,2024-09-18,auto,f,11,2024,Wednesday,September
325,lc-2024-0636056,2024-10-29,auto,f,11,2024,Tuesday,October
326,lc-2024-0644923,2024-11-02,auto,f,11,2024,Saturday,November
327,lc-2024-0767434,2024-12-23,auto,f,11,2024,Monday,December
328,lc-2021-0492890,2021-10-04,auto,f,12,2021,Monday,October
329,lc-2021-0569759,2021-11-15,auto,f,12,2021,Monday,November
330,lc-2021-0592739,2021-11-28,auto,f,12,2021,Sunday,November
331,lc-2022-0015662,2022-01-12,auto,f,12,2022,Wednesday,January
332,lc-2023-0572504,2023-10-03,auto,f,12,2023,Tuesday,October
333,lc-2023-0678155,2023-11-25,auto,f,12,2023,Saturday,November
334,lc-2024-0578197,2024-10-01,auto,f,12,2024,Tuesday,October
335,lc-2024-0616517,2024-10-20,auto,f,12,2024,Sunday,October
336,lc-2020-0166055,2020-03-15,auto,f,13,2020,Sunday,March
337,lc-2022-0390029,2022-07-28,auto,f,13,2022,Thursday,July
338,lc-2022-0406365,2022-08-06,auto,f,13,2022,Saturday,August
339,lc-2023-0609100,2023-10-22,auto,f,13,2023,Sunday,October
340,lc-2023-0683643,2023-11-28,auto,f,13,2023,Tuesday,November
341,lc-2023-0170396,2023-03-29,auto,f,13,2023,Wednesday,March
342,lc-2020-0150128,2020-03-08,auto,f,14,2020,Sunday,March
343,lc-2021-0611146,2021-12-08,auto,f,14,2021,Wednesday,December
344,lc-2022-0030763,2022-01-22,auto,f,14,2022,Saturday,January
345,lc-2022-0416045,2022-08-10,auto,f,14,2022,Wednesday,August
346,lc-2023-0650188,2023-11-11,auto,f,14,2023,Saturday,November
347,lc-2024-0246420,2024-05-02,auto,f,14,2024,Thursday,May
348,lc-2024-0617534,2024-10-20,auto,f,14,2024,Sunday,October
349,lc-2021-0179133,2021-04-18,auto,f,15,2021,Sunday,April
350,lc-2021-0154552,2021-04-06,auto,f,15,2021,Tuesday,April
351,lc-2023-0570206,2023-10-02,auto,f,15,2023,Monday,October
352,lc-2023-0326352,2023-06-11,auto,f,15,2023,Sunday,June
353,lc-2023-0344695,2023-06-17,auto,f,15,2023,Saturday,June
354,lc-2023-0514301,2023-09-05,auto,f,15,2023,Tuesday,September
355,lc-2024-0038066,2024-01-22,auto,f,15,2024,Monday,January
356,lc-2024-0361101,2024-06-17,auto,f,15,2024,Monday,June
357,lc-2020-0150128,2020-03-08,auto,f,16,2020,Sunday,March
358,lc-2020-0411705,2020-07-05,auto,f,16,2020,Sunday,July
359,lc-2021-0107420,2021-03-09,auto,f,16,2021,Tuesday,March
360,lc-2022-0156001,2022-03-31,auto,f,16,2022,Thursday,March
362,lc-2022-0270978,2022-05-26,auto,f,16,2022,Thursday,May
363,lc-2022-0488239,2022-09-14,auto,f,16,2022,Wednesday,September
364,lc-2023-0570206,2023-10-02,auto,f,16,2023,Monday,October
365,lc-2023-0374325,2023-07-02,auto,f,16,2023,Sunday,July
366,lc-2024-0180384,2024-03-30,auto,f,16,2024,Saturday,March
367,lc-2024-0602997,2024-10-14,auto,f,16,2024,Monday,October
368,lc-2024-0740177,2024-12-13,auto,f,16,2024,Friday,December
369,lc-2020-0591586,2020-11-01,auto,f,17,2020,Sunday,November
370,lc-2021-0338113,2021-07-18,auto,f,17,2021,Sunday,July
372,lc-2021-0314490,2021-07-04,auto,f,17,2021,Sunday,July
373,lc-2021-0476180,2021-09-24,auto,f,17,2021,Friday,September
374,lc-2022-0114316,2022-03-11,auto,f,17,2022,Friday,March
375,lc-2022-0380979,2022-07-24,auto,f,17,2022,Sunday,July
376,lc-2023-0643340,2023-11-08,auto,f,17,2023,Wednesday,November
377,lc-2023-0728321,2023-12-18,auto,f,17,2023,Monday,December
378,lc-2024-0158956,2024-03-20,auto,f,17,2024,Wednesday,March
379,lc-2024-0330898,2024-06-09,auto,f,17,2024,Sunday,June
380,lc-2020-0591586,2020-11-01,auto,f,18,2020,Sunday,November
381,lc-2020-0299211,2020-06-14,auto,f,18,2020,Sunday,June
382,lc-2020-0372288,2020-06-28,auto,f,18,2020,Sunday,June
383,lc-2021-0193520,2021-04-27,auto,f,18,2021,Tuesday,April
384,lc-2021-0149989,2021-04-03,auto,f,18,2021,Saturday,April
385,lc-2021-0160369,2021-04-07,auto,f,18,2021,Wednesday,April
386,lc-2021-0161160,2021-04-07,auto,f,18,2021,Wednesday,April
387,lc-2021-0305576,2021-06-29,auto,f,18,2021,Tuesday,June
388,lc-2022-0209661,2022-04-24,auto,f,18,2022,Sunday,April
389,lc-2022-0278632,2022-05-30,auto,f,18,2022,Monday,May
390,lc-2023-0635320,2023-11-04,auto,f,18,2023,Saturday,November
391,lc-2023-0696757,2023-12-03,auto,f,18,2023,Sunday,December
392,lc-2023-0094693,2023-02-20,auto,f,18,2023,Monday,February
393,lc-2023-0283702,2023-05-21,auto,f,18,2023,Sunday,May
394,lc-2024-0073853,2024-02-02,auto,f,18,2024,Friday,February
395,lc-2024-0338462,2024-06-12,auto,f,18,2024,Wednesday,June
