,id_siniestro,fecha_siniestro,modo_desplazamiento_victima,sexo_victima,edad_victima,año_victima,dia_victima,mes_victima
33150,lc-2021-0165841,2021-04-09,peaton,m,80,2021,Friday,April
33151,lc-2022-0517613,2022-09-29,peaton,m,80,2022,Thursday,September
33152,lc-2023-0497935,2023-08-28,peaton,m,80,2023,Monday,August
33153,lc-2023-0552194,2023-09-23,peaton,m,80,2023,Saturday,September
33154,lc-2024-0020320,2024-01-11,peaton,m,80,2024,Thursday,January
33155,lc-2024-0134854,2024-03-09,peaton,m,80,2024,Saturday,March
33156,lc-2024-0758484,2024-12-19,peaton,m,80,2024,Thursday,December
33157,lc-2020-0165425,2020-03-14,peaton,m,81,2020,Saturday,March
33158,lc-2021-0526873,2021-10-21,peaton,m,81,2021,Thursday,October
33159,lc-2021-0493862,2021-10-04,peaton,m,81,2021,Monday,October
33160,lc-2021-0300551,2021-06-25,peaton,m,81,2021,Friday,June
33161,lc-2022-0154436,2022-03-30,peaton,m,81,2022,Wednesday,March
33162,lc-2023-0327022,2023-06-12,peaton,m,81,2023,Monday,June
33163,lc-2023-0471810,2023-08-15,peaton,m,81,2023,Tuesday,August
33164,lc-2024-0070820,2024-02-08,peaton,m,81,2024,Thursday,February
33165,lc-2024-0683802,2024-11-20,peaton,m,81,2024,Wednesday,November
33166,lc-2024-0780934,2024-12-28,peaton,m,81,2024,Saturday,December
33167,lc-2020-0600413,2020-11-06,peaton,m,82,2020,Friday,November
33168,lc-2020-0064106,2020-01-30,peaton,m,82,2020,Thursday,January
33169,lc-2020-0477246,2020-08-12,peaton,m,82,2020,Wednesday,August
33170,lc-2021-0529281,2021-10-24,peaton,m,82,2021,Sunday,October
33171,lc-2021-0329900,2021-07-13,peaton,m,82,2021,Tuesday,July
33172,lc-2022-0563068,2022-10-22,peaton,m,82,2022,Saturday,October
33173,lc-2023-0152786,2023-03-20,peaton,m,82,2023,Monday,March
33174,lc-2023-0337009,2023-06-15,peaton,m,82,2023,Thursday,June
33175,lc-2023-0478055,2023-08-18,peaton,m,82,2023,Friday,August
33176,lc-2023-0715577,2023-12-12,peaton,m,83,2023,Tuesday,December
33177,lc-2023-0042786,2023-01-24,peaton,m,83,2023,Tuesday,January
33178,lc-2023-0264618,2023-05-11,peaton,m,83,2023,Thursday,May
33179,lc-2023-0245087,2023-05-03,peaton,m,83,2023,Wednesday,May
33180,lc-2023-0409771,2023-07-18,peaton,m,83,2023,Tuesday,July
33181,lc-2024-0037440,2024-01-21,peaton,m,83,2024,Sunday,January
33182,lc-2024-0763532,2024-12-21,peaton,m,83,2024,Saturday,December
33183,lc-2020-0447251,2020-07-22,peaton,m,84,2020,Wednesday,July
33184,lc-2021-0581762,2021-11-21,peaton,m,84,2021,Sunday,November
33185,lc-2021-0646632,2021-12-28,peaton,m,84,2021,Tuesday,December
33186,lc-2023-0293658,2023-05-26,peaton,m,84,2023,Friday,May
33187,lc-2024-0127924,2024-03-06,peaton,m,84,2024,Wednesday,March
33188,lc-2021-0028697,2021-01-19,peaton,m,85,2021,Tuesday,January
33189,lc-2021-0189070,2021-04-24,peaton,m,85,2021,Saturday,April
33190,lc-2021-0244584,2021-06-01,peaton,m,85,2021,Tuesday,June
33191,lc-2021-0316471,2021-07-05,peaton,m,85,2021,Monday,July
33192,lc-2023-0444025,2023-08-01,peaton,m,85,2023,Tuesday,August
33193,lc-2024-0160217,2024-03-20,peaton,m,85,2024,Wednesday,March
33194,lc-2021-0187817,2021-04-23,peaton,m,86,2021,Friday,April
33195,lc-2021-0198842,2021-04-30,peaton,m,86,2021,Friday,April
33196,lc-2021-0254654,2021-06-08,peaton,m,86,2021,Tuesday,June
33197,lc-2022-0605879,2022-11-12,peaton,m,86,2022,Saturday,November
33198,lc-2022-0592346,2022-11-05,peaton,m,86,2022,Saturday,November
33199,lc-2022-0452147,2022-08-29,peaton,m,86,2022,Monday,August
33200,lc-2024-0269161,2024-05-12,peaton,m,86,2024,Sunday,May
33201,lc-2024-0299026,2024-05-25,peaton,m,86,2024,Saturday,May
33202,lc-2024-0556103,2024-09-21,peaton,m,86,2024,Saturday,September
33203,lc-2024-0628888,2024-10-25,peaton,m,86,2024,Friday,October
33204,lc-2020-0559201,2020-10-09,peaton,m,87,2020,Friday,October
33205,lc-2020-0125656,2020-02-27,peaton,m,87,2020,Thursday,February
33206,lc-2020-0536070,2020-09-25,peaton,m,87,2020,Friday,September
33207,lc-2023-0708995,2023-12-09,peaton,m,87,2023,Saturday,December
33208,lc-2024-0515222,2024-09-03,peaton,m,87,2024,Tuesday,September
33209,lc-2020-0425830,2020-07-10,peaton,m,88,2020,Friday,July
33210,lc-2022-0129638,2022-03-18,peaton,m,88,2022,Friday,March
33211,lc-2023-0602190,2023-10-19,peaton,m,88,2023,Thursday,October
33212,lc-2020-0185424,2020-04-01,peaton,m,89,2020,Wednesday,April
33213,lc-2021-0105287,2021-03-08,peaton,m,89,2021,Monday,March
33214,lc-2022-0700189,2022-12-29,peaton,m,89,2022,Thursday,December
33215,lc-2022-0319287,2022-06-22,peaton,m,90,2022,Wednesday,June
33216,lc-2024-0104470,2024-02-24,peaton,m,90,2024,Saturday,February
33217,lc-2022-0219544,2022-04-28,peaton,m,91,2022,Thursday,April
33218,lc-2024-0133517,2024-03-08,peaton,m,91,2024,Friday,March
33219,lc-2022-0408067,2022-08-07,peaton,m,92,2022,Sunday,August
33220,lc-2024-0020300,2024-01-11,peaton,m,93,2024,Thursday,January
33221,lc-2023-0290991,2023-05-24,peaton,m,37,2023,Wednesday,May
33222,lc-2023-0315053,2023-06-06,peaton,m,37,2023,Tuesday,June
33223,lc-2020-0657852,2020-12-14,peaton,m,37,2020,Monday,December
33224,lc-2020-0673646,2020-12-23,peaton,m,37,2020,Wednesday,December
33225,lc-2020-0101087,2020-02-16,peaton,m,37,2020,Sunday,February
33226,lc-2020-0109564,2020-02-19,peaton,m,37,2020,Wednesday,February
33227,lc-2020-0132057,2020-03-01,peaton,m,37,2020,Sunday,March
33228,lc-2020-0141938,2020-03-05,peaton,m,37,2020,Thursday,March
33229,lc-2020-0148670,2020-03-07,peaton,m,37,2020,Saturday,March
33230,lc-2020-0193352,2020-04-09,peaton,m,37,2020,Thursday,April
33231,lc-2020-0227406,2020-05-05,peaton,m,37,2020,Tuesday,May
33232,lc-2020-0232799,2020-05-09,peaton,m,37,2020,Saturday,May
33233,lc-2020-0391848,2020-07-03,peaton,m,37,2020,Friday,July
33234,lc-2020-0488898,2020-08-21,peaton,m,37,2020,Friday,August
33235,lc-2020-0501081,2020-08-31,peaton,m,37,2020,Monday,August
33236,lc-2020-0512219,2020-09-09,peaton,m,37,2020,Wednesday,September
33237,lc-2021-0509460,2021-10-14,peaton,m,37,2021,Thursday,October
33238,lc-2021-0531433,2021-10-25,peaton,m,37,2021,Monday,October
33239,lc-2021-0574037,2021-11-17,peaton,m,37,2021,Wednesday,November
33240,lc-2021-0575682,2021-11-17,peaton,m,37,2021,Wednesday,November
33241,lc-2021-0578625,2021-11-19,peaton,m,37,2021,Friday,November
33242,lc-2021-0587710,2021-11-25,peaton,m,37,2021,Thursday,November
33243,lc-2021-0598894,2021-12-01,peaton,m,37,2021,Wednesday,December
33244,lc-2021-0035146,2021-01-24,peaton,m,37,2021,Sunday,January
33245,lc-2021-0003543,2021-01-04,peaton,m,37,2021,Monday,January
33246,lc-2021-0052033,2021-02-04,peaton,m,37,2021,Thursday,February
33247,lc-2021-0091688,2021-03-01,peaton,m,37,2021,Monday,March
33248,lc-2021-0113626,2021-03-12,peaton,m,37,2021,Friday,March
33249,lc-2021-0139302,2021-03-27,peaton,m,37,2021,Saturday,March
33250,lc-2021-0102135,2021-03-06,peaton,m,37,2021,Saturday,March
33251,lc-2021-0190420,2021-04-25,peaton,m,37,2021,Sunday,April
33252,lc-2021-0276680,2021-06-19,peaton,m,37,2021,Saturday,June
33253,lc-2021-0322934,2021-07-08,peaton,m,37,2021,Thursday,July
33254,lc-2021-0391383,2021-08-07,peaton,m,37,2021,Saturday,August
33255,lc-2021-0464164,2021-09-18,peaton,m,37,2021,Saturday,September
33256,lc-2021-0443589,2021-09-07,peaton,m,37,2021,Tuesday,September
33257,lc-2022-0540308,2022-10-10,peaton,m,37,2022,Monday,October
33258,lc-2022-0541287,2022-10-11,peaton,m,37,2022,Tuesday,October
33259,lc-2022-0543626,2022-10-12,peaton,m,37,2022,Wednesday,October
33260,lc-2022-0543950,2022-10-12,peaton,m,37,2022,Wednesday,October
33261,lc-2022-0546184,2022-10-13,peaton,m,37,2022,Thursday,October
33262,lc-2022-0549707,2022-10-15,peaton,m,37,2022,Saturday,October
33264,lc-2022-0550605,2022-10-16,peaton,m,37,2022,Sunday,October
33265,lc-2022-0555193,2022-10-18,peaton,m,37,2022,Tuesday,October
33266,lc-2022-0559296,2022-10-20,peaton,m,37,2022,Thursday,October
33267,lc-2022-0562015,2022-10-21,peaton,m,37,2022,Friday,October
33268,lc-2022-0563575,2022-10-22,peaton,m,37,2022,Saturday,October
33269,lc-2022-0564347,2022-10-23,peaton,m,37,2022,Sunday,October
33270,lc-2022-0564677,2022-10-23,peaton,m,37,2022,Sunday,October
33271,lc-2022-0564828,2022-10-23,peaton,m,37,2022,Sunday,October
33272,lc-2022-0565240,2022-10-24,peaton,m,37,2022,Monday,October
33273,lc-2022-0610489,2022-10-24,peaton,m,37,2022,Monday,October
33274,lc-2022-0572052,2022-10-25,peaton,m,37,2022,Tuesday,October
33275,lc-2022-0574303,2022-10-27,peaton,m,37,2022,Thursday,October
33276,lc-2022-0523456,2022-10-03,peaton,m,37,2022,Monday,October
33277,lc-2022-0530361,2022-10-04,peaton,m,37,2022,Tuesday,October
33278,lc-2022-0534514,2022-10-07,peaton,m,37,2022,Friday,October
33279,lc-2022-0000606,2022-01-01,peaton,m,37,2022,Saturday,January
33280,lc-2022-0014987,2022-01-11,peaton,m,37,2022,Tuesday,January
33281,lc-2022-0607424,2022-11-13,peaton,m,37,2022,Sunday,November
33282,lc-2022-0591156,2022-11-04,peaton,m,37,2022,Friday,November
33283,lc-2022-0024808,2022-01-18,peaton,m,37,2022,Tuesday,January
33284,lc-2022-0665376,2022-12-13,peaton,m,37,2022,Tuesday,December
33285,lc-2022-0665880,2022-12-13,peaton,m,37,2022,Tuesday,December
33286,lc-2022-0670793,2022-12-15,peaton,m,37,2022,Thursday,December
33287,lc-2022-0673019,2022-12-16,peaton,m,37,2022,Friday,December
33288,lc-2022-0675869,2022-12-18,peaton,m,37,2022,Sunday,December
33289,lc-2022-0644601,2022-12-02,peaton,m,37,2022,Friday,December
33290,lc-2022-0684802,2022-12-22,peaton,m,37,2022,Thursday,December
33291,lc-2022-0689905,2022-12-24,peaton,m,37,2022,Saturday,December
33292,lc-2022-0691020,2022-12-25,peaton,m,37,2022,Sunday,December
33293,lc-2022-0692612,2022-12-26,peaton,m,37,2022,Monday,December
33294,lc-2022-0695572,2022-12-27,peaton,m,37,2022,Tuesday,December
33295,lc-2022-0700116,2022-12-29,peaton,m,37,2022,Thursday,December
33296,lc-2022-0692604,2022-12-03,peaton,m,37,2022,Saturday,December
33297,lc-2022-0655925,2022-12-07,peaton,m,37,2022,Wednesday,December
33298,lc-2022-0007428,2022-01-06,peaton,m,37,2022,Thursday,January
33299,lc-2022-0084529,2022-02-14,peaton,m,37,2022,Monday,February
33300,lc-2022-0073461,2022-02-16,peaton,m,37,2022,Wednesday,February
33301,lc-2022-0084541,2022-02-22,peaton,m,37,2022,Tuesday,February
33302,lc-2022-0088633,2022-02-24,peaton,m,37,2022,Thursday,February
33303,lc-2022-0117154,2022-03-12,peaton,m,37,2022,Saturday,March
33304,lc-2022-0153889,2022-03-24,peaton,m,37,2022,Thursday,March
33305,lc-2022-0144656,2022-03-25,peaton,m,37,2022,Friday,March
33306,lc-2022-0147122,2022-03-27,peaton,m,37,2022,Sunday,March
33307,lc-2022-0149407,2022-03-28,peaton,m,37,2022,Monday,March
33308,lc-2022-0150454,2022-03-29,peaton,m,37,2022,Tuesday,March
33309,lc-2022-0155555,2022-03-30,peaton,m,37,2022,Wednesday,March
33310,lc-2022-0157433,2022-03-31,peaton,m,37,2022,Thursday,March
33311,lc-2022-0159636,2022-04-01,peaton,m,37,2022,Friday,April
33312,lc-2022-0182322,2022-04-11,peaton,m,37,2022,Monday,April
33313,lc-2022-0192597,2022-04-11,peaton,m,37,2022,Monday,April
33314,lc-2022-0186511,2022-04-13,peaton,m,37,2022,Wednesday,April
33315,lc-2022-0192670,2022-04-15,peaton,m,37,2022,Friday,April
33316,lc-2022-0203639,2022-04-15,peaton,m,37,2022,Friday,April
33317,lc-2022-0192098,2022-04-16,peaton,m,37,2022,Saturday,April
33318,lc-2022-0197706,2022-04-18,peaton,m,37,2022,Monday,April
33319,lc-2022-0164068,2022-04-02,peaton,m,37,2022,Saturday,April
33320,lc-2022-0201902,2022-04-20,peaton,m,37,2022,Wednesday,April
33321,lc-2022-0204045,2022-04-20,peaton,m,37,2022,Wednesday,April
33322,lc-2022-0231994,2022-04-21,peaton,m,37,2022,Thursday,April
33323,lc-2022-0205287,2022-04-22,peaton,m,37,2022,Friday,April
33324,lc-2022-0212441,2022-04-25,peaton,m,37,2022,Monday,April
33325,lc-2022-0230925,2022-04-25,peaton,m,37,2022,Monday,April
33326,lc-2022-0214758,2022-04-26,peaton,m,37,2022,Tuesday,April
33327,lc-2022-0220697,2022-04-28,peaton,m,37,2022,Thursday,April
33328,lc-2022-0168897,2022-04-05,peaton,m,37,2022,Tuesday,April
33329,lc-2022-0171436,2022-04-06,peaton,m,37,2022,Wednesday,April
33330,lc-2022-0173347,2022-04-07,peaton,m,37,2022,Thursday,April
33331,lc-2022-0173595,2022-04-07,peaton,m,37,2022,Thursday,April
33332,lc-2022-0177187,2022-04-08,peaton,m,37,2022,Friday,April
33333,lc-2022-0181895,2022-04-08,peaton,m,37,2022,Friday,April
33334,lc-2022-0178620,2022-04-09,peaton,m,37,2022,Saturday,April
33335,lc-2022-0224647,2022-05-01,peaton,m,37,2022,Sunday,May
33336,lc-2022-0231914,2022-05-01,peaton,m,37,2022,Sunday,May
33337,lc-2022-0248107,2022-05-13,peaton,m,37,2022,Friday,May
33338,lc-2022-0249861,2022-05-13,peaton,m,37,2022,Friday,May
33339,lc-2022-0254546,2022-05-17,peaton,m,37,2022,Tuesday,May
33340,lc-2022-0264214,2022-05-23,peaton,m,37,2022,Monday,May
33341,lc-2022-0266195,2022-05-24,peaton,m,37,2022,Tuesday,May
33342,lc-2022-0266993,2022-05-24,peaton,m,37,2022,Tuesday,May
33343,lc-2022-0280474,2022-05-24,peaton,m,37,2022,Tuesday,May
33344,lc-2022-0273758,2022-05-27,peaton,m,37,2022,Friday,May
33345,lc-2022-0278792,2022-05-30,peaton,m,37,2022,Monday,May
33346,lc-2022-0235086,2022-05-06,peaton,m,37,2022,Friday,May
33347,lc-2022-0237196,2022-05-08,peaton,m,37,2022,Sunday,May
33348,lc-2022-0282490,2022-06-01,peaton,m,37,2022,Wednesday,June
33349,lc-2022-0286423,2022-06-01,peaton,m,37,2022,Wednesday,June
33350,lc-2022-0298830,2022-06-10,peaton,m,37,2022,Friday,June
33351,lc-2022-0308006,2022-06-10,peaton,m,37,2022,Friday,June
33352,lc-2022-0302176,2022-06-12,peaton,m,37,2022,Sunday,June
33353,lc-2022-0318272,2022-06-13,peaton,m,37,2022,Monday,June
33354,lc-2022-0307703,2022-06-15,peaton,m,37,2022,Wednesday,June
33355,lc-2022-0316708,2022-06-15,peaton,m,37,2022,Wednesday,June
33356,lc-2022-0284321,2022-06-02,peaton,m,37,2022,Thursday,June
33357,lc-2022-0323147,2022-06-24,peaton,m,37,2022,Friday,June
33358,lc-2022-0327192,2022-06-26,peaton,m,37,2022,Sunday,June
33359,lc-2022-0344218,2022-06-28,peaton,m,37,2022,Tuesday,June
33360,lc-2022-0348608,2022-06-29,peaton,m,37,2022,Wednesday,June
33361,lc-2022-0288086,2022-06-03,peaton,m,37,2022,Friday,June
33362,lc-2022-0335227,2022-06-30,peaton,m,37,2022,Thursday,June
33363,lc-2022-0389573,2022-06-30,peaton,m,37,2022,Thursday,June
33364,lc-2022-0287367,2022-06-04,peaton,m,37,2022,Saturday,June
33365,lc-2022-0288330,2022-06-04,peaton,m,37,2022,Saturday,June
33366,lc-2022-0290662,2022-06-06,peaton,m,37,2022,Monday,June
33367,lc-2022-0290802,2022-06-06,peaton,m,37,2022,Monday,June
33368,lc-2022-0291966,2022-06-07,peaton,m,37,2022,Tuesday,June
33369,lc-2022-0300571,2022-06-09,peaton,m,37,2022,Thursday,June
33370,lc-2022-0358324,2022-07-12,peaton,m,37,2022,Tuesday,July
33371,lc-2022-0358852,2022-07-12,peaton,m,37,2022,Tuesday,July
33372,lc-2022-0362089,2022-07-14,peaton,m,37,2022,Thursday,July
33373,lc-2022-0371537,2022-07-15,peaton,m,37,2022,Friday,July
33374,lc-2022-0375350,2022-07-21,peaton,m,37,2022,Thursday,July
33375,lc-2022-0375833,2022-07-21,peaton,m,37,2022,Thursday,July
33376,lc-2022-0376931,2022-07-21,peaton,m,37,2022,Thursday,July
33377,lc-2022-0381127,2022-07-24,peaton,m,37,2022,Sunday,July
33378,lc-2022-0389520,2022-07-28,peaton,m,37,2022,Thursday,July
33379,lc-2022-0390708,2022-07-29,peaton,m,37,2022,Friday,July
33380,lc-2022-0430077,2022-07-29,peaton,m,37,2022,Friday,July
33381,lc-2022-0342828,2022-07-04,peaton,m,37,2022,Monday,July
33382,lc-2022-0344932,2022-07-05,peaton,m,37,2022,Tuesday,July
33383,lc-2022-0347744,2022-07-06,peaton,m,37,2022,Wednesday,July
33384,lc-2022-0351595,2022-07-07,peaton,m,37,2022,Thursday,July
33385,lc-2022-0350705,2022-07-08,peaton,m,37,2022,Friday,July
33386,lc-2022-0351101,2022-07-08,peaton,m,37,2022,Friday,July
33387,lc-2022-0414397,2022-08-10,peaton,m,37,2022,Wednesday,August
33388,lc-2022-0414717,2022-08-10,peaton,m,37,2022,Wednesday,August
33389,lc-2022-0418142,2022-08-12,peaton,m,37,2022,Friday,August
33390,lc-2022-0418617,2022-08-12,peaton,m,37,2022,Friday,August
33391,lc-2022-0418863,2022-08-12,peaton,m,37,2022,Friday,August
33392,lc-2022-0427033,2022-08-17,peaton,m,37,2022,Wednesday,August
33393,lc-2022-0432305,2022-08-19,peaton,m,37,2022,Friday,August
33394,lc-2022-0436689,2022-08-19,peaton,m,37,2022,Friday,August
33395,lc-2022-0399130,2022-08-02,peaton,m,37,2022,Tuesday,August
33396,lc-2022-0447838,2022-08-24,peaton,m,37,2022,Wednesday,August
33397,lc-2022-0448763,2022-08-28,peaton,m,37,2022,Sunday,August
33398,lc-2022-0451469,2022-08-28,peaton,m,37,2022,Sunday,August
33399,lc-2022-0400471,2022-08-03,peaton,m,37,2022,Wednesday,August
33400,lc-2022-0401001,2022-08-03,peaton,m,37,2022,Wednesday,August
33401,lc-2022-0402411,2022-08-04,peaton,m,37,2022,Thursday,August
33402,lc-2022-0452683,2022-08-05,peaton,m,37,2022,Friday,August
33403,lc-2022-0418655,2022-08-08,peaton,m,37,2022,Monday,August
33404,lc-2022-0532256,2022-09-12,peaton,m,37,2022,Monday,September
33405,lc-2022-0554415,2022-09-14,peaton,m,37,2022,Wednesday,September
33406,lc-2022-0492438,2022-09-17,peaton,m,37,2022,Saturday,September
33407,lc-2022-0493358,2022-09-18,peaton,m,37,2022,Sunday,September
33408,lc-2022-0504648,2022-09-23,peaton,m,37,2022,Friday,September
33409,lc-2022-0505412,2022-09-23,peaton,m,37,2022,Friday,September
33410,lc-2022-0506553,2022-09-24,peaton,m,37,2022,Saturday,September
33411,lc-2022-0515285,2022-09-28,peaton,m,37,2022,Wednesday,September
33412,lc-2022-0468772,2022-09-06,peaton,m,37,2022,Tuesday,September
33413,lc-2023-0567684,2023-10-01,peaton,m,37,2023,Sunday,October
33414,lc-2023-0580102,2023-10-07,peaton,m,37,2023,Saturday,October
33415,lc-2023-0630507,2023-11-01,peaton,m,37,2023,Wednesday,November
33416,lc-2023-0651885,2023-11-12,peaton,m,37,2023,Sunday,November
33417,lc-2023-0652132,2023-11-13,peaton,m,37,2023,Monday,November
33418,lc-2023-0656885,2023-11-15,peaton,m,37,2023,Wednesday,November
33420,lc-2023-0659824,2023-11-16,peaton,m,37,2023,Thursday,November
33421,lc-2023-0663404,2023-11-17,peaton,m,37,2023,Friday,November
33422,lc-2023-0665680,2023-11-19,peaton,m,37,2023,Sunday,November
33423,lc-2023-0632451,2023-11-02,peaton,m,37,2023,Thursday,November
33424,lc-2023-0022730,2023-01-12,peaton,m,37,2023,Thursday,January
33425,lc-2023-0666738,2023-11-20,peaton,m,37,2023,Monday,November
33426,lc-2023-0675848,2023-11-24,peaton,m,37,2023,Friday,November
33427,lc-2023-0677095,2023-11-24,peaton,m,37,2023,Friday,November
33428,lc-2023-0681035,2023-11-25,peaton,m,37,2023,Saturday,November
33429,lc-2023-0684110,2023-11-28,peaton,m,37,2023,Tuesday,November
33430,lc-2023-0635779,2023-11-04,peaton,m,37,2023,Saturday,November
33431,lc-2023-0026162,2023-01-15,peaton,m,37,2023,Sunday,January
33432,lc-2023-0646358,2023-11-09,peaton,m,37,2023,Thursday,November
33433,lc-2023-0038736,2023-01-21,peaton,m,37,2023,Saturday,January
33434,lc-2023-0043760,2023-01-24,peaton,m,37,2023,Tuesday,January
33435,lc-2023-0067551,2023-01-25,peaton,m,37,2023,Wednesday,January
33436,lc-2023-0047565,2023-01-26,peaton,m,37,2023,Thursday,January
33437,lc-2023-0049535,2023-01-27,peaton,m,37,2023,Friday,January
33438,lc-2023-0050012,2023-01-27,peaton,m,37,2023,Friday,January
33439,lc-2023-0005146,2023-01-03,peaton,m,37,2023,Tuesday,January
33440,lc-2023-0056732,2023-01-30,peaton,m,37,2023,Monday,January
33441,lc-2023-0006017,2023-01-04,peaton,m,37,2023,Wednesday,January
33442,lc-2023-0006274,2023-01-04,peaton,m,37,2023,Wednesday,January
33443,lc-2023-0006391,2023-01-04,peaton,m,37,2023,Wednesday,January
33444,lc-2023-0007040,2023-01-04,peaton,m,37,2023,Wednesday,January
33446,lc-2023-0078078,2023-02-10,peaton,m,37,2023,Friday,February
33447,lc-2023-0078314,2023-02-10,peaton,m,37,2023,Friday,February
33448,lc-2023-0078381,2023-02-10,peaton,m,37,2023,Friday,February
33449,lc-2023-0078533,2023-02-11,peaton,m,37,2023,Saturday,February
33450,lc-2023-0086496,2023-02-15,peaton,m,37,2023,Wednesday,February
33451,lc-2023-0087684,2023-02-16,peaton,m,37,2023,Thursday,February
33452,lc-2023-0090815,2023-02-17,peaton,m,37,2023,Friday,February
33453,lc-2023-0098281,2023-02-22,peaton,m,37,2023,Wednesday,February
33454,lc-2023-0102536,2023-02-24,peaton,m,37,2023,Friday,February
33455,lc-2023-0106151,2023-02-27,peaton,m,37,2023,Monday,February
33456,lc-2023-0107558,2023-02-27,peaton,m,37,2023,Monday,February
33457,lc-2023-0111005,2023-02-27,peaton,m,37,2023,Monday,February
33458,lc-2023-0108284,2023-02-28,peaton,m,37,2023,Tuesday,February
33459,lc-2023-0108453,2023-02-28,peaton,m,37,2023,Tuesday,February
33460,lc-2023-0109830,2023-02-28,peaton,m,37,2023,Tuesday,February
33461,lc-2023-0065979,2023-02-05,peaton,m,37,2023,Sunday,February
33462,lc-2023-0066408,2023-02-06,peaton,m,37,2023,Monday,February
33463,lc-2023-0066458,2023-02-06,peaton,m,37,2023,Monday,February
33464,lc-2023-0067570,2023-02-06,peaton,m,37,2023,Monday,February
33466,lc-2023-0067583,2023-02-06,peaton,m,37,2023,Monday,February
33467,lc-2023-0068010,2023-02-06,peaton,m,37,2023,Monday,February
33468,lc-2023-0068132,2023-02-06,peaton,m,37,2023,Monday,February
33469,lc-2023-0068876,2023-02-07,peaton,m,37,2023,Tuesday,February
33470,lc-2023-0069981,2023-02-07,peaton,m,37,2023,Tuesday,February
33471,lc-2023-0070078,2023-02-07,peaton,m,37,2023,Tuesday,February
33472,lc-2023-0111053,2023-03-01,peaton,m,37,2023,Wednesday,March
33473,lc-2023-0132889,2023-03-11,peaton,m,37,2023,Saturday,March
33474,lc-2023-0133222,2023-03-11,peaton,m,37,2023,Saturday,March
33475,lc-2023-0133248,2023-03-11,peaton,m,37,2023,Saturday,March
33476,lc-2023-0139146,2023-03-14,peaton,m,37,2023,Tuesday,March
33477,lc-2023-0140414,2023-03-14,peaton,m,37,2023,Tuesday,March
33478,lc-2023-0146347,2023-03-17,peaton,m,37,2023,Friday,March
33479,lc-2023-0147356,2023-03-17,peaton,m,37,2023,Friday,March
33480,lc-2023-0148596,2023-03-18,peaton,m,37,2023,Saturday,March
33481,lc-2023-0150674,2023-03-20,peaton,m,37,2023,Monday,March
33482,lc-2023-0151428,2023-03-20,peaton,m,37,2023,Monday,March
33483,lc-2023-0154377,2023-03-21,peaton,m,37,2023,Tuesday,March
33484,lc-2023-0159370,2023-03-23,peaton,m,37,2023,Thursday,March
33485,lc-2023-0160921,2023-03-23,peaton,m,37,2023,Thursday,March
33486,lc-2023-0167716,2023-03-28,peaton,m,37,2023,Tuesday,March
33487,lc-2023-0168361,2023-03-28,peaton,m,37,2023,Tuesday,March
33488,lc-2023-0171215,2023-03-29,peaton,m,37,2023,Wednesday,March
33489,lc-2023-0118830,2023-03-05,peaton,m,37,2023,Sunday,March
33490,lc-2023-0138584,2023-03-09,peaton,m,37,2023,Thursday,March
33491,lc-2023-0195101,2023-04-11,peaton,m,37,2023,Tuesday,April
33492,lc-2023-0201638,2023-04-13,peaton,m,37,2023,Thursday,April
33493,lc-2023-0205710,2023-04-14,peaton,m,37,2023,Friday,April
33494,lc-2023-0209437,2023-04-17,peaton,m,37,2023,Monday,April
33495,lc-2023-0210894,2023-04-17,peaton,m,37,2023,Monday,April
33496,lc-2023-0293332,2023-04-17,peaton,m,37,2023,Monday,April
33497,lc-2023-0215497,2023-04-19,peaton,m,37,2023,Wednesday,April
33498,lc-2023-0217964,2023-04-20,peaton,m,37,2023,Thursday,April
33499,lc-2023-0221720,2023-04-21,peaton,m,37,2023,Friday,April
33500,lc-2023-0237190,2023-04-25,peaton,m,37,2023,Tuesday,April
33501,lc-2023-0236601,2023-04-29,peaton,m,37,2023,Saturday,April
33502,lc-2023-0260116,2023-05-10,peaton,m,37,2023,Wednesday,May
33503,lc-2023-0264729,2023-05-11,peaton,m,37,2023,Thursday,May
33504,lc-2023-0272301,2023-05-11,peaton,m,37,2023,Thursday,May
33505,lc-2023-0265820,2023-05-12,peaton,m,37,2023,Friday,May
33506,lc-2023-0274429,2023-05-17,peaton,m,37,2023,Wednesday,May
33507,lc-2023-0278580,2023-05-18,peaton,m,37,2023,Thursday,May
33508,lc-2023-0283378,2023-05-20,peaton,m,37,2023,Saturday,May
33509,lc-2023-0283036,2023-05-21,peaton,m,37,2023,Sunday,May
33510,lc-2023-0294462,2023-05-24,peaton,m,37,2023,Wednesday,May
33511,lc-2023-0303387,2023-05-24,peaton,m,37,2023,Wednesday,May
33512,lc-2023-0243074,2023-05-03,peaton,m,37,2023,Wednesday,May
33513,lc-2023-0302778,2023-05-31,peaton,m,37,2023,Wednesday,May
33514,lc-2023-0250005,2023-05-06,peaton,m,37,2023,Saturday,May
33515,lc-2023-0307211,2023-06-01,peaton,m,37,2023,Thursday,June
33516,lc-2023-0326304,2023-06-11,peaton,m,37,2023,Sunday,June
33517,lc-2023-0331798,2023-06-13,peaton,m,37,2023,Tuesday,June
33518,lc-2023-0341826,2023-06-15,peaton,m,37,2023,Thursday,June
33519,lc-2023-0344084,2023-06-18,peaton,m,37,2023,Sunday,June
